ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
8475078958,Costa da Morte Blues (Ferros),Manuel Rivas,1995,EdiciÃ³ns Xerais de Galicia,http://images.amazon.com/images/P/8475078958.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8475078958.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8475078958.01.LZZZZZZZ.jpg
0451131576,Highland Flame,Kathleen Fraser,1984,New American Library,http://images.amazon.com/images/P/0451131576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451131576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451131576.01.LZZZZZZZ.jpg
0385140142,"Guide to the National Wildlife Refuges: How to Get There, What to See and Do",Laura Riley,1979,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385140142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385140142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385140142.01.LZZZZZZZ.jpg
0679983309,Smasher (Stepping Stone Books),DICK KING-SMITH,1997,Random House Books for Young Readers,http://images.amazon.com/images/P/0679983309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679983309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679983309.01.LZZZZZZZ.jpg
0679767983,Deep in the Green : An Exploration of Country Pleasures,ANNE RAVER,1996,Vintage,http://images.amazon.com/images/P/0679767983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679767983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679767983.01.LZZZZZZZ.jpg
0345272420,Master of Middle-Earth: The Fiction of J.R.R. Tolkien,Paul H Kocher,1977,Ballantine Books,http://images.amazon.com/images/P/0345272420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345272420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345272420.01.LZZZZZZZ.jpg
0781400767,The Baby Bible Storybook,Robin Currie,1995,Chariot Victor Publishing,http://images.amazon.com/images/P/0781400767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0781400767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0781400767.01.LZZZZZZZ.jpg
3499152312,Sandmeere 1. Tagwerke. In heiÃ?Â?en Schatten des Islams.,Isabelle Eberhardt,1992,Rowohlt Tb.,http://images.amazon.com/images/P/3499152312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499152312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499152312.01.LZZZZZZZ.jpg
0140381554,Dance with the Vampire (Dark Enchantment S.),J.B. Calchman,1996,Puffin Books,http://images.amazon.com/images/P/0140381554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140381554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140381554.01.LZZZZZZZ.jpg
0553298569,"Beware the Baby-Sitter (Sweet Valley High, No 99)",Kate William,1993,Sweet Valley,http://images.amazon.com/images/P/0553298569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553298569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553298569.01.LZZZZZZZ.jpg
0830414754,Introduction to Comparative Politics: Challenges of Conflict and Change in a New Era,John D. Nagle,1998,Wadsworth Publishing,http://images.amazon.com/images/P/0830414754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830414754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830414754.01.LZZZZZZZ.jpg
0231107099,Feminism and Sexuality,Stevi Jackson,1996,Columbia University Press,http://images.amazon.com/images/P/0231107099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0231107099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0231107099.01.LZZZZZZZ.jpg
0385475764,Nine Parts of Desire: The Hidden World of Islamic Women,Geraldine Brooks,1995,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385475764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385475764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385475764.01.LZZZZZZZ.jpg
0812544676,The Randolph Legacy,Eileen Charbonneau,1998,Tor Books (Mm),http://images.amazon.com/images/P/0812544676.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812544676.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812544676.01.LZZZZZZZ.jpg
0312855427,Pillar of Fire,Judith Tarr,1995,St Martins Pr,http://images.amazon.com/images/P/0312855427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312855427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312855427.01.LZZZZZZZ.jpg
0517259222,Favorite Poems Of Emily Dickinson,Emily Dickinson,1986,Random House Value Publishing,http://images.amazon.com/images/P/0517259222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517259222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517259222.01.LZZZZZZZ.jpg
0600384187,The space shuttle handbook,Kenneth William Gatland,1979,Hamlyn,http://images.amazon.com/images/P/0600384187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0600384187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0600384187.01.LZZZZZZZ.jpg
1551660814,Thorne'S Way,Joan Hohl,1995,Mira,http://images.amazon.com/images/P/1551660814.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551660814.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551660814.01.LZZZZZZZ.jpg
0520089863,Alternative Modernity: The Technical Turn in Philosophy and Social Theory,Andrew Feenberg,1995,University of California Press,http://images.amazon.com/images/P/0520089863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0520089863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0520089863.01.LZZZZZZZ.jpg
0679774203,Mrs Pollifax Innocent Tourist: A Novel (Random House Large Print),Dorothy Gilman,1997,Random House Large Print Publishing,http://images.amazon.com/images/P/0679774203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679774203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679774203.01.LZZZZZZZ.jpg
1896647111,Tales for an Urban Sky,Alice Major,1999,Broken Jaw Press,http://images.amazon.com/images/P/1896647111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896647111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1896647111.01.LZZZZZZZ.jpg
0670514209,No Comebacks: Collected Short Stories,Frederick Forsyth,1982,Penguin USA,http://images.amazon.com/images/P/0670514209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670514209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670514209.01.LZZZZZZZ.jpg
0811811557,Dinopix,Teruhisa Tajima,1995,Chronicle Books Llc,http://images.amazon.com/images/P/0811811557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811811557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811811557.01.LZZZZZZZ.jpg
1857970098,Mothertime,Gillian White,1993,Trafalgar Square,http://images.amazon.com/images/P/1857970098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857970098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857970098.01.LZZZZZZZ.jpg
3404131509,Popsy und 25 weitere Geschichten nach Mitternacht.,Stephen King,1988,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404131509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404131509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404131509.01.LZZZZZZZ.jpg
0409810258,Victimization and Fear of Crime Among the Elderly (Butterworths Perspectives on Individual and Population Aging Series),Yves Brillon,1987,Matthew Bender &amp; Co,http://images.amazon.com/images/P/0409810258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0409810258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0409810258.01.LZZZZZZZ.jpg
0373245904,"A Perfect Pair (Silhouette Special Edition, 1590)",Jen Safrey,2004,Silhouette,http://images.amazon.com/images/P/0373245904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373245904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373245904.01.LZZZZZZZ.jpg
1880985322,Eye Scream,Henry Rollins,1996,Two Thirteen Sixty One Publications,http://images.amazon.com/images/P/1880985322.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1880985322.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1880985322.01.LZZZZZZZ.jpg
0472071602,Africa to 1875 : A Modern History (The University of Michigan history of the modern world),Robin Hallett,1981,UMP,http://images.amazon.com/images/P/0472071602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0472071602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0472071602.01.LZZZZZZZ.jpg
0399147489,Open Season,C. J. Box,2001,Putnam Adult,http://images.amazon.com/images/P/0399147489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147489.01.LZZZZZZZ.jpg
0590409689,The Door in the Wall,Marguerite De Angeli,1986,Scholastic Paperbacks,http://images.amazon.com/images/P/0590409689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590409689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590409689.01.LZZZZZZZ.jpg
0894718827,"Frankenstein: Or, the Modern Prometheus (Courage Classics)",Mary Wollstonecraft Shelley,1990,Courage Books,http://images.amazon.com/images/P/0894718827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894718827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894718827.01.LZZZZZZZ.jpg
0849907845,International children's story Bible,Word Publishing,1990,Word Pub,http://images.amazon.com/images/P/0849907845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849907845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849907845.01.LZZZZZZZ.jpg
0006547753,The Age of Kali,William Dalrymple,1999,Flamingo,http://images.amazon.com/images/P/0006547753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0006547753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0006547753.01.LZZZZZZZ.jpg
2080704001,Le ProcÃ?Â¨s,Franz Kafka,1993,Flammarion,http://images.amazon.com/images/P/2080704001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2080704001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2080704001.01.LZZZZZZZ.jpg
0373708327,"Temporary Wife  (Marriage Of Inconvenience) (Harlequin Superromance, 832)",Joan Kilby,1999,Harlequin,http://images.amazon.com/images/P/0373708327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373708327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373708327.01.LZZZZZZZ.jpg
0373261462,Touch And Go,M. R. D. Meek,1994,Worldwide Library,http://images.amazon.com/images/P/0373261462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373261462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373261462.01.LZZZZZZZ.jpg
0698306945,The Gift of Magic Sleep: Early Experiments in Anesthesia,Irwin Shapiro,1979,Putnam Pub Group (L),http://images.amazon.com/images/P/0698306945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0698306945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0698306945.01.LZZZZZZZ.jpg
0471503819,Janice VanCleave's Biology For Every Kid : 101 Easy Experiments That Really Work (Science for Every Kid Series),Janice  VanCleave,1990,Wiley,http://images.amazon.com/images/P/0471503819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0471503819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0471503819.01.LZZZZZZZ.jpg
0815411022,My Story,Marilyn Monroe,2000,Cooper Square Publishers,http://images.amazon.com/images/P/0815411022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0815411022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0815411022.01.LZZZZZZZ.jpg
0751519405,Catwalk,Newbery,1997,Warner Futura,http://images.amazon.com/images/P/0751519405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751519405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751519405.01.LZZZZZZZ.jpg
0886824702,Charles (Creative Short Stories),Shirley Jackson,1991,Creative Education (Sd),http://images.amazon.com/images/P/0886824702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886824702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886824702.01.LZZZZZZZ.jpg
1881527603,Thin for Life: 10 Keys to Success from People Who Have Lost Weight and Kept It Off,Anne M. Fletcher,1994,Houghton Mifflin Co,http://images.amazon.com/images/P/1881527603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1881527603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1881527603.01.LZZZZZZZ.jpg
0140286772,At Home With the Marquis De Sade: A Life,Francine Du Plessix Gray,1999,Penguin Books,http://images.amazon.com/images/P/0140286772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140286772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140286772.01.LZZZZZZZ.jpg
0520076710,The Holy Sinner,Thomas Mann,1992,University of California Press,http://images.amazon.com/images/P/0520076710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0520076710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0520076710.01.LZZZZZZZ.jpg
155652532X,Katherine,Anya Seton,2004,Chicago Review Press,http://images.amazon.com/images/P/155652532X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155652532X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155652532X.01.LZZZZZZZ.jpg
0684190001,A Question of Murder: An Inspector Charlie Salter Mystery,Eric Wright,1988,Simon &amp; Schuster,http://images.amazon.com/images/P/0684190001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684190001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684190001.01.LZZZZZZZ.jpg
0872399311,"Boy Friend (Sorenson, Jane. Jennifer Book, 5.)",Jane Sorenson,1985,Standard Pub,http://images.amazon.com/images/P/0872399311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872399311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872399311.01.LZZZZZZZ.jpg
0373288611,"Fearless Hearts (March Madness) (Harlequin Historical, No 261)",Linda Castle,1995,Harlequin,http://images.amazon.com/images/P/0373288611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373288611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373288611.01.LZZZZZZZ.jpg
0345314484,Dragonquest,Anne McCaffrey,1983,Del Rey Books,http://images.amazon.com/images/P/0345314484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345314484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345314484.01.LZZZZZZZ.jpg
0805031308,The Deep Green Sea: A Novel (Deep Green Sea),Robert Olen Butler,1998,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805031308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805031308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805031308.01.LZZZZZZZ.jpg
0449704173,The Vandemark Mummy,Cynthia Voigt,1992,Fawcett Books,http://images.amazon.com/images/P/0449704173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449704173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449704173.01.LZZZZZZZ.jpg
1557738149,Murder on the Silk Road,Stefanie Matteson,1992,Berkley Pub Group,http://images.amazon.com/images/P/1557738149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557738149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557738149.01.LZZZZZZZ.jpg
0836270207,Disney's Magic Eye,Andrews &amp; McMeel,1994,Hyperion Press,http://images.amazon.com/images/P/0836270207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836270207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836270207.01.LZZZZZZZ.jpg
068414848X,"The goat, the wolf, and the crab",Gillian Martin,1977,Scribner,http://images.amazon.com/images/P/068414848X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068414848X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068414848X.01.LZZZZZZZ.jpg
0875797016,What I Have Learned from Children,Michaelene P. Grassli,1993,Deseret Book Co,http://images.amazon.com/images/P/0875797016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875797016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875797016.01.LZZZZZZZ.jpg
0373244436,"On Pins And Needles (A Ranching Family) (Silhouette Special Edition, No. 1443)",Victoria Pade,2002,Silhouette,http://images.amazon.com/images/P/0373244436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373244436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373244436.01.LZZZZZZZ.jpg
0525186670,The queen of Egypt: Short fiction,Susan Fromberg Schaeffer,1980,Dutton,http://images.amazon.com/images/P/0525186670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525186670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525186670.01.LZZZZZZZ.jpg
2290302163,Un Ã?Â©tÃ?Â© pourri,Maud Tabachnik,2000,J'ai lu,http://images.amazon.com/images/P/2290302163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290302163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290302163.01.LZZZZZZZ.jpg
0061062227,Ashleigh's Dream Special Edition,Joanna Campbell,1993,HarperEntertainment,http://images.amazon.com/images/P/0061062227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061062227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061062227.01.LZZZZZZZ.jpg
0323023924,Nursing Interventions Classification (Nic),"Joanne McCloskey, Ph.D. Dochterman",2003,Mosby Publication,http://images.amazon.com/images/P/0323023924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0323023924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0323023924.01.LZZZZZZZ.jpg
0852427514,Four Seasons of Nature Photography,Fred Hazelhoff,1982,Voyageur Pr,http://images.amazon.com/images/P/0852427514.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0852427514.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0852427514.01.LZZZZZZZ.jpg
0671606867,MY SWEET AUDRINA,V. C. Andrews,1985,Pocket,http://images.amazon.com/images/P/0671606867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671606867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671606867.01.LZZZZZZZ.jpg
3404138791,Rabenkind.,Maeve Carels,1997,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404138791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404138791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404138791.01.LZZZZZZZ.jpg
0345463153,The Fourth Hand,JOHN IRVING,2003,Fawcett,http://images.amazon.com/images/P/0345463153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345463153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345463153.01.LZZZZZZZ.jpg
0743435338,Diplomatic Immunity,Lois McMaster Bujold,2002,Baen,http://images.amazon.com/images/P/0743435338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743435338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743435338.01.LZZZZZZZ.jpg
0140116222,Dark Continent and Other Stories (Contemporary American fiction),Laura Kalpakian,1990,Penguin USA,http://images.amazon.com/images/P/0140116222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140116222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140116222.01.LZZZZZZZ.jpg
0762722460,"Hiking Southern New England, 2nd",Rhonda Ostertag,2002,Falcon,http://images.amazon.com/images/P/0762722460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762722460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762722460.01.LZZZZZZZ.jpg
0937750190,"How to Handle 1,000 Things at Once: A Fun Guide to Mastering Home &amp; Personal Management",Don Aslett,1998,Betterway Books,http://images.amazon.com/images/P/0937750190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0937750190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0937750190.01.LZZZZZZZ.jpg
0525467262,The Complete Tales &amp; Poems of Winnie-The-Pooh,A. A. Milne,2001,Dutton Books,http://images.amazon.com/images/P/0525467262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525467262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525467262.01.LZZZZZZZ.jpg
1575664461,A Thirst for Rain,Roslyn Carrington,1999,Kensington Publishing Corp.,http://images.amazon.com/images/P/1575664461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575664461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575664461.01.LZZZZZZZ.jpg
0373056583,"Wolf In Sheep'S Clothing (Harlequin Desire, No 658)",Joan Johnston,1991,Silhouette,http://images.amazon.com/images/P/0373056583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373056583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373056583.01.LZZZZZZZ.jpg
0373077378,"Michael'S House  (Reunion) (Silhouette Intimate Moments, No 737)",Pat Warren,1996,Silhouette,http://images.amazon.com/images/P/0373077378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373077378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373077378.01.LZZZZZZZ.jpg
031285112X,Prey,Ken Goddard,1992,St Martins Pr,http://images.amazon.com/images/P/031285112X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031285112X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031285112X.01.LZZZZZZZ.jpg
1858287642,The Rough Guide History of China,Rough Guides,2002,Rough Guides Limited,http://images.amazon.com/images/P/1858287642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1858287642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1858287642.01.LZZZZZZZ.jpg
0671038656,Mrs. Million,Pete Hautman,2000,Pocket,http://images.amazon.com/images/P/0671038656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671038656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671038656.01.LZZZZZZZ.jpg
0440092450,The Voyageurs (Making of America),Lee D. Willoughby,1983,Dell Publishing Company,http://images.amazon.com/images/P/0440092450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440092450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440092450.01.LZZZZZZZ.jpg
0446605883,With Song,Dorothy Garlock,1999,Warner Books,http://images.amazon.com/images/P/0446605883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605883.01.LZZZZZZZ.jpg
0451197429,The Disappearance,J. F. Freedman,1999,Signet Book,http://images.amazon.com/images/P/0451197429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451197429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451197429.01.LZZZZZZZ.jpg
1558803726,Back to the Future Part III,Michael J. Fox,1990,MCA Home Video,http://images.amazon.com/images/P/1558803726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558803726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558803726.01.LZZZZZZZ.jpg
1551660571,Sweet Memories,Lavyrle Spencer,1995,Mira,http://images.amazon.com/images/P/1551660571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551660571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551660571.01.LZZZZZZZ.jpg
0671570994,"To Have, To Hold (Silhouette Romance, #99)",Elaine Camp,1981,Silhouette Romance,http://images.amazon.com/images/P/0671570994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671570994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671570994.01.LZZZZZZZ.jpg
0380803399,Night Thunder's Bride (The Blackfoot Warrior Series),Karen Kay,1999,Avon,http://images.amazon.com/images/P/0380803399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380803399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380803399.01.LZZZZZZZ.jpg
0312260989,Sniper,Peter Brookesmith,2001,Thomas Dunne Books,http://images.amazon.com/images/P/0312260989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312260989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312260989.01.LZZZZZZZ.jpg
0061042722,Pacific Coast Highway,Stephen Smoke,1994,Harper Mass Market Paperbacks,http://images.amazon.com/images/P/0061042722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061042722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061042722.01.LZZZZZZZ.jpg
0138632669,Successful Management by Objectives: An Action Manual (Spectrum Book ; S480),Karl G. Albrecht,1977,Simon &amp; Schuster,http://images.amazon.com/images/P/0138632669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0138632669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0138632669.01.LZZZZZZZ.jpg
3404118103,Alaska. Roman.,James A. Michener,1992,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404118103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404118103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404118103.01.LZZZZZZZ.jpg
0451158911,Til Death: An 87th Precinct Mystery,Ed McBain,1995,Signet Book,http://images.amazon.com/images/P/0451158911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451158911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451158911.01.LZZZZZZZ.jpg
1562059467,Windows NT Network Management Reducing Total Cost of Ownership,Anil Desai,1999,Macmillan Computer Pub,http://images.amazon.com/images/P/1562059467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562059467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562059467.01.LZZZZZZZ.jpg
034530988X,Friday,Robert Heinlein,1988,Del Rey Books,http://images.amazon.com/images/P/034530988X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034530988X.01.LZZZZZZZ.jpg
8440673922,Llanto Por la Tierra Amada,Alan Paton,1997,Ediciones B,http://images.amazon.com/images/P/8440673922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440673922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440673922.01.LZZZZZZZ.jpg
0886771811,Pride of Chanur #1,C J Cherryh,1987,Penguin Putnam~mass,http://images.amazon.com/images/P/0886771811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886771811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886771811.01.LZZZZZZZ.jpg
1566890667,Panoramas,Victor Hernandez Cruz,1997,Coffee House Press,http://images.amazon.com/images/P/1566890667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566890667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566890667.01.LZZZZZZZ.jpg
0500203377,Hindu Art and Architecture (World of Art),George Michell,2000,Thames &amp; Hudson,http://images.amazon.com/images/P/0500203377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0500203377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0500203377.01.LZZZZZZZ.jpg
